"OTUs"	"N2"	"N3"	"N4"	"E1"	"E3"	"E4"	"E5"
1655	94	0	11	0	0	15	0
1656	0	0	27	0	0	0	0
1657	0	0	0	0	1670	0	0
1658	0	0	164	0	0	0	0
1659	65	0	21	0	0	0	0
1660	196	16	331	0	0	0	0
1661	0	3202	0	0	0	0	0
1662	535	0	712	60	0	14	289
1663	0	0	0	0	0	0	0
1664	0	0	96	0	0	0	0
1665	313	432	1450	815	1483	274	8601
1666	98	0	1393	0	0	0	0
1667	41	0	224	40	44	0	14
1668	54	0	0	0	0	0	0
1669	0	0	23	0	0	0	0
1670	183	84	384	171	2534	0	15
1671	0	0	102	0	0	0	0
1672	0	0	0	2176	0	0	0
1673	12	0	10	0	0	0	13
1674	0	0	91	0	0	0	0
1675	0	0	312	0	155	0	0
1676	45	0	32	0	0	0	0
1677	0	0	0	0	181	0	0
1678	142	13	356	0	179	10	345
1679	0	0	30	0	325	0	0
1680	407	18	0	0	41	0	0
1681	18	0	17	0	0	0	0
1682	0	0	284	40	0	0	0
1683	140	677	230	22	0	0	0
1684	29101	12742	19183	357	0	0	1970
1685	21	0	62	0	0	0	0
1686	0	0	0	0	47	0	0
1687	127	0	159	1432	20	0	47
1688	69	0	145	0	12	0	0
1689	0	0	847	0	0	0	23
1690	53	0	51	0	0	0	0
1691	0	52	271	0	0	0	0
1692	0	0	33	330	0	0	0
1693	253	0	99	20	0	0	0
1694	160	0	134	0	1325	0	0
1695	98	0	272	50	0	0	0
1696	274	0	129	0	36	0	0
1697	80	0	141	0	0	0	0
1698	0	0	92	0	0	0	0
1699	42	0	203	0	0	49	205
1700	29	0	0	0	0	0	0
1701	16	0	178	1086	0	0	61
1702	0	0	34	0	0	0	0
1703	0	0	0	0	23	0	0
1704	16	0	19	0	0	0	0
1705	133	0	161	0	27	0	0
1706	24	0	288	18	13	0	219
1707	0	0	31	0	0	0	35
1708	2246	0	0	11	0	0	0
1709	3118	652788	8549	551714	3378	296	410943
1710	0	59	18	0	0	0	0
1711	0	35	30	0	13	0	0
1712	38	0	28	0	0	0	20823
1713	0	0	16	0	0	0	0
1714	17	0	78	4295	0	0	172
1715	0	0	97	0	0	0	0
1716	0	0	12	0	0	0	0
1717	0	0	38	0	0	0	101
1718	0	0	0	0	98	0	0
1719	531	0	0	0	0	0	0
1720	10	0	0	0	0	0	0
1721	0	0	10	0	0	0	0
1722	0	0	0	0	0	0	12197
1723	0	0	69	0	25	0	0
1724	93	47	17	0	0	0	0
1725	82	0	0	0	0	0	0
1726	0	0	248	19	1196	0	751
1727	0	0	18	0	17	0	4750
1728	0	0	208	0	0	0	0
1729	407	35688	2840	4174	0	0	105
1730	22	0	0	0	0	0	0
1731	8396	91	2270	165	52	0	1514
1732	74	0	17	0	0	0	0
1733	0	0	71	0	0	0	0
1734	216	0	1155	15	14	36	455
1735	0	0	96	235	0	0	0
1736	26	0	107	0	0	18	0
1737	526	0	38	113	0	0	0
1738	107	103	0	0	0	0	0
1739	0	34	0	0	0	0	0
1740	21	0	0	0	0	0	0
1741	0	0	164	0	3312	0	0
1742	0	197	0	0	0	0	0
1743	0	0	0	0	0	0	15
1744	0	0	156	0	0	0	0
1745	45	0	0	0	0	0	0
1746	0	0	344	0	0	0	0
1747	0	0	31	0	0	0	0
1748	0	0	0	0	0	0	0
1749	0	0	994	0	72	0	0
1750	39	0	0	0	0	0	0
1751	0	33	0	0	64	0	28
1752	0	23	47	0	167	0	0
1753	0	0	404	0	0	0	0
1754	0	0	27	0	0	0	0
1755	0	0	173	15	0	0	0
1756	27	612436	179	0	0	0	0
1757	0	0	0	0	69	0	0
1758	0	0	0	0	0	40	0
1759	20	562	405	0	1207	0	29
1760	129	0	18	0	0	0	0
1761	0	0	0	0	121	0	0
1762	382	0	0	0	0	0	0
1763	0	0	0	0	54	0	0
1764	252	27544	330	104	0	0	40
1765	16	0	131	75	0	0	0
1766	1086	0	107	0	0	0	0
1767	13	0	15	0	0	0	0
1768	343	0	0	72	0	0	0
1769	635	0	473	0	0	0	0
1770	0	0	51	0	0	0	25
1771	0	0	49	0	0	0	0
1772	146	0	0	0	55	0	0
1773	13	1297	0	0	0	0	0
1774	0	0	39	0	0	0	0
1775	0	0	42	0	0	0	469
1776	0	0	65	0	0	0	0
1777	25	0	0	0	0	0	0
1778	1219	37	946	0	306	0	514
1779	62	0	34	0	0	0	0
1780	36	0	106	0	0	268	12
1781	119	0	20	2501	0	0	489
1782	0	0	1417	0	0	0	0
1783	24	0	0	0	0	0	0
1784	0	0	264	0	0	0	0
1785	23	0	350	0	0	0	0
1786	0	0	0	0	0	0	89
1787	0	0	0	0	0	55	0
1788	288	0	58	0	0	0	0
1789	159	0	310	0	114	0	42
1790	193	0	468	0	0	0	0
1791	352	0	695	20	0	0	0
1792	0	0	0	0	52	0	0
1793	11	0	21	0	0	0	0
1794	196	0	319	0	0	0	0
1795	0	0	31	0	0	0	0
1796	176	0	0	0	0	0	0
1797	0	0	0	0	0	0	32
1798	783	0	1931	0	0	0	19
1799	307	68	1606	3249	1839	619	4035
1800	0	0	24	0	0	0	0
1801	0	0	0	12	0	0	0
1802	24	0	22	0	0	0	0
1803	20	0	0	0	0	0	0
1804	0	16	33	0	0	0	0
1805	0	0	0	0	30	0	0
1806	109	185	161	0	27	0	0
1807	758	0	14	0	0	0	10
1808	0	0	132	0	0	0	0
1809	174	0	0	0	0	0	0
1810	143	13	486	0	0	0	0
1811	0	0	46	0	10	0	0
1812	78	18	191	54	16	0	45
1813	0	0	132	0	0	0	0
1814	1821	16698	0	329	0	0	0
1815	0	0	378	0	0	0	0
1816	34	0	49	0	0	0	59
1817	0	0	129	0	0	0	0
1818	0	0	358	0	179	0	39
1819	15	0	75	0	0	0	0
1820	0	0	0	0	0	0	0
1821	27	0	248	0	0	0	58
1822	14	0	117	0	0	0	0
1823	115	1382	880	0	0	0	0
1824	21	0	0	0	0	0	0
1825	21	0	0	0	0	0	0
1826	0	0	99	258	0	0	3338
1827	1419	0	0	0	0	35	647
1828	75	0	108	0	0	0	0
1829	0	0	38	0	0	0	0
1830	349	0	1069	0	0	0	141
1831	0	0	0	0	0	0	0
1832	0	0	0	0	0	0	285
1833	0	0	0	0	107	0	0
1834	12	56	0	0	0	0	0
1835	1892	0	0	0	0	0	0
1836	688	0	0	385	0	0	0
1837	27	0	21	0	0	0	0
1838	400	0	375	17	0	0	55
1839	82	17	292	0	13	0	0
1840	30	0	0	0	0	0	0
1841	328	23	1183	0	837	133	0
1842	14	0	224	48	270	0	0
1843	345	305	898	0	686	0	0
1844	0	0	76	0	0	0	0
1845	140	0	229	0	0	0	0
1846	0	0	431	0	0	0	0
1847	46	0	367	0	0	0	12
1848	0	0	0	28	0	0	0
1849	74	10	182	0	0	0	26
1850	58	0	72	0	0	0	0
1851	0	0	110	0	0	0	0
1852	0	0	0	0	0	131	0
1853	366	0	127	0	0	0	56
1854	155	0	314	1275	0	0	0
1855	0	61	0	0	0	0	0
1856	69	0	927	33	0	0	41
1857	83	11	214	23	0	0	16
1858	49	0	150	0	0	0	30
1859	37	0	2308	0	0	0	0
1860	0	0	168	0	0	0	0
1861	0	0	0	0	0	27	0
1862	0	0	37	0	0	0	0
1863	1553	0	542	44	292	0	52
1864	597	0	311	0	20	0	65608
1865	10	0	0	0	0	0	0
1866	0	0	171	0	0	0	104
1867	0	0	387	0	0	0	0
1868	0	0	123	0	0	0	0
1869	0	0	0	18	0	0	46
1870	0	0	12	0	0	0	0
1871	0	0	2385	0	0	0	0
1872	83	0	1084	0	355	0	0
1873	0	0	46	0	0	0	0
1874	0	13	433	92	0	0	0
1875	5902	2676	5859	353	14691	530	1587
1876	300	0	0	0	0	0	0
1877	0	0	19	0	0	0	0
1878	274	15	106	0	0	0	0
1879	0	32	0	0	0	0	0
1880	0	102	0	0	0	0	0
1881	0	0	99	0	0	0	0
1882	228	0	70	0	0	0	62
1883	0	0	12	0	19	0	0
1884	1555	0	59	0	0	0	43
1885	489	0	98	0	0	0	0
1886	20	0	0	0	0	0	0
1887	193	0	105	0	0	31	2074
1888	0	746	0	0	0	0	0
1889	26	0	196	564	0	0	41
1890	48	0	0	0	0	0	0
1891	0	0	77	0	0	0	0
1892	0	0	220	0	0	0	558
1893	0	0	19	0	0	0	0
1894	155	0	383	34	0	0	0
1895	0	0	0	508	0	0	13
1896	0	0	53	0	0	0	0
1897	0	0	23	0	0	0	35
1898	1529	108	3974	0	1904	0	14
1899	499	0	2299	2895	41	0	0
1900	0	0	15	0	0	0	0
1901	27	0	218	39	0	0	106
1902	366	0	107	0	0	0	0
1903	11	0	0	0	0	0	0
1904	0	0	29	0	0	12	11
1905	0	0	0	978	0	0	0
1906	31	0	11	0	0	82	0
1907	0	0	0	109	0	0	0
1908	61	0	68	0	0	0	0
1909	0	0	128	313	0	0	0
1910	0	0	0	0	0	0	56
1911	0	0	50	0	0	0	0
1912	36330	0	208	26	0	0	0
1913	18	0	69	0	1435	0	0
1914	209	0	0	0	11	0	0
1915	64	0	0	0	0	0	0
1916	103	0	29	18	0	0	0
1917	0	0	0	0	13218	0	0
1918	41	0	215	0	0	0	13
1919	27	0	36	0	0	0	0
1920	61	0	690	135	9109	0	0
1921	0	0	0	0	0	0	0
1922	0	0	26	0	0	0	0
1923	49	0	548	0	0	0	0
1924	102	0	0	837	0	0	0
1925	14	0	0	0	0	0	0
1926	0	0	145	0	0	0	0
1927	304	0	159	56	48	32	0
1928	0	0	41	0	499	0	77
1929	0	0	49	0	459	0	0
1930	0	0	0	0	0	0	69
1931	0	0	0	26	0	0	0
1932	0	0	0	990	0	0	0
1933	394	30	182	111	15	153	0
1934	70	0	24	0	0	0	0
1935	137	0	0	0	0	0	0
1936	0	14	0	0	0	0	0
1937	0	157	81	0	0	0	0
1938	0	0	85	0	0	0	54
1939	1484	0	0	0	0	0	504
1940	25	0	16	0	0	0	0
1941	0	10	0	0	0	0	0
1942	0	0	11	0	0	0	0
1943	0	0	83	0	93	0	359
1944	0	0	25	0	0	0	0
1945	82	0	134	0	0	0	0
1946	161	45	94	0	79	0	0
1947	81	0	536	0	0	0	0
1948	0	0	10	0	0	0	0
1949	0	0	67	0	0	0	0
1950	0	0	169	0	542	0	0
1951	0	0	1679	0	0	0	0
1952	0	0	36	0	0	0	26
1953	76	0	26	0	0	0	0
1954	0	0	0	0	1691	0	0
1955	0	0	328	0	0	0	0
1956	111	0	174	0	0	0	0
1957	0	0	0	0	0	0	212
1958	0	0	23	0	0	90	0
1959	0	185	48	0	0	0	0
1960	0	0	71	0	0	0	0
1961	26	0	146	0	0	0	0
1962	1533	11	402	0	0	26	0
1963	92	0	305	0	0	0	0
1964	0	0	45	0	0	0	0
1965	0	0	28	0	0	0	0
1966	0	0	0	0	23	0	0
1967	317	0	156	0	0	0	0
1968	84	0	504	0	0	0	0
1969	42	0	1556	0	0	0	0
1970	41	0	1037	0	533	0	0
1971	146	0	0	0	0	0	0
1972	171	0	395	0	0	0	0
1973	146	0	0	0	0	0	0
1974	0	0	17	0	0	0	0
1975	0	0	64	0	0	0	0
1976	0	0	33	0	0	48	10
1977	0	0	76	0	0	0	0
1978	276	0	420	239	2928	21	21
1979	0	0	0	0	0	115	0
1980	0	25	0	0	0	0	0
1981	1019	190	286	0	263	0	50
1982	0	0	15	0	0	0	0
1983	0	0	122	0	874	0	0
1984	13	0	21	0	0	0	0
1985	0	0	2228	0	0	20	18
1986	45	0	84	0	0	0	0
1987	0	0	75	0	0	0	0
1988	0	0	108	0	0	0	0
1989	77	0	35	0	0	0	0
1990	0	0	188	0	96	0	29
1991	192	0	114	0	0	0	0
1992	0	0	33	0	0	0	0
1993	282	0	516	0	0	0	0
1994	4815	0	7411	634	798	0	6193
1995	5031	0	133	0	0	0	0
1996	0	354	0	0	0	0	0
1997	11	0	158	0	0	0	0
1998	0	0	72	0	4855	0	0
1999	13	0	199	0	0	0	0
2000	0	0	300	0	0	0	0
2001	0	0	0	0	0	0	15
2002	0	0	125	0	0	0	0
2003	27	0	94	235	875	0	0
2004	199	0	20	0	0	0	0
2005	0	0	19	0	0	0	0
2006	32	0	132	0	5931	0	0
2007	125	0	0	46	0	0	0
2008	763	0	0	0	2076	0	0
2009	211	0	0	374	0	0	0
2010	83	0	0	0	0	0	166
2011	1784	0	394	0	0	0	0
2012	202	0	48	0	0	0	0
2013	43	0	389	0	315	175	0
2014	123	0	77	14	13	0	14
2015	201	12	605	0	60	0	0
2016	1840	0	0	76	0	0	0
2017	0	0	16	0	0	0	0
2018	0	0	0	0	21	0	0
2019	104	0	0	0	0	0	0
2020	80	0	0	0	0	0	0
2021	93	0	64	0	0	0	0
2022	208	0	0	12	83	0	0
2023	37	0	203	0	0	0	0
2024	36	0	451	0	0	0	73
2025	227	1644	1096	80	0	0	167
2026	458	216	134	0	0	0	0
2027	12	0	10	0	0	0	0
2028	8210	6655	11044	0	1245	14	0
2029	35	0	39	0	2473	415	0
2030	94	0	31	0	0	0	0
2031	124	10	110	0	1321	0	16
2032	145	0	0	0	0	0	0
2033	0	0	11	0	0	0	0
2034	33	0	100	0	0	0	0
2035	52	0	307	42	383	11	220
2036	27	0	867	0	0	0	2035
2037	341	0	413	14	72	0	23
2038	0	50	0	3605	73	0	0
2039	0	0	11	206	0	0	0
2040	76	0	79	0	0	158	0
2041	0	0	0	0	0	0	13
2042	83	0	26	0	0	0	0
2043	10	0	0	0	0	0	269
2044	104	0	0	0	0	0	0
2045	0	40	422	0	0	0	0
2046	0	0	100	0	0	0	0
2047	31	0	30	0	0	0	0
2048	78	0	0	0	0	0	0
2049	52	0	166	28	0	0	0
2050	6196	93993	11347	26	6585	29	316
2051	129	22	1338	0	596	0	0
2052	80	0	394	0	0	0	0
2053	0	0	62	0	0	0	0
2054	0	0	24	0	0	0	0
2055	0	0	106	0	0	0	67
2056	2775	681	5413	935	3139	0	2092
2057	33	0	317	0	0	0	0
2058	331	0	227	0	285	0	19541
2059	446	0	101	0	0	0	0
2060	0	0	97	0	0	0	0
2061	44	0	0	0	0	0	0
2062	22	0	0	0	0	0	11
2063	0	0	0	0	193	0	0
2064	155	0	0	0	0	0	0
2065	0	309	0	0	0	0	0
2066	40	21	187	181	36	0	59
2067	13	0	58	0	0	0	18889
2068	0	0	159	0	0	0	0
2069	404	0	0	0	0	0	0
2070	0	0	120	0	0	0	0
2071	0	0	77	0	0	0	0
2072	55	0	86	0	0	0	37
2073	0	0	0	0	0	103	0
2074	30	0	0	0	0	0	0
2075	0	0	23	0	0	0	0
2076	84	0	932	0	63	0	966
2077	3529	146	9945	17334	23595	64	3932
2078	47	0	65	0	0	0	0
2079	0	0	0	0	14178	0	0
2080	0	0	0	0	0	0	70
2081	0	0	16	28	0	0	0
2082	0	0	0	0	0	144	0
2083	523	176	1009	2008	0	0	41
2084	481	0	56	1219	12	0	36
2085	0	303	0	0	0	0	0
2086	32	0	144	0	0	0	33
2087	15	0	22	0	0	0	0
2088	35	0	0	56	0	0	0
2089	0	0	13	0	0	0	0
2090	0	0	34	0	10	0	0
2091	130	0	0	0	277	0	0
2092	0	0	27	0	0	0	0
2093	18	0	142	0	0	0	0
2094	56	0	15	0	127	51	0
2095	0	0	119	339	46	0	0
2096	107	0	433	46	0	0	0
2097	76	103	264	0	574	0	106
2098	64	28	169	0	19	0	0
2099	1365	0	643	0	130	0	0
2100	41	0	56	0	0	0	10
2101	0	0	165	0	0	0	0
2102	0	236	284	0	0	0	0
2103	50	0	935	0	0	0	0
2104	116	0	65	0	0	0	5989
2105	70	36	0	0	0	0	0
2106	217	0	54	0	0	0	0
2107	30	0	13	383	0	0	44
2108	930	0	249	0	0	0	0
2109	11	0	37	0	0	0	0
2110	0	0	0	31	0	0	0
2111	750	812	2659	968	1705	36	433
2112	0	0	155	0	0	0	0
2113	0	0	1235	0	0	0	0
2114	80	18	18	0	2893	0	0
2115	0	0	730	0	0	0	0
2116	16	27	360	13	3486	11	47
2117	71	0	152	0	0	0	0
2118	847	0	1176	0	7546	0	156
2119	0	0	24	0	0	0	0
2120	347	0	36	0	0	0	0
2121	0	0	21	0	0	0	0
2122	303	0	1000	0	0	0	162
2123	14	0	47	0	19	0	0
2124	31474	11868	56766	27329	55713	11661	56002
2125	74	0	667	0	91	0	0
2126	1196	0	0	0	0	0	0
2127	0	0	145	0	0	0	12
2128	0	0	0	0	1394	0	0
2129	14	0	233	0	0	0	0
2130	10	0	55	0	0	0	0
2131	3610	2103	8573	0	6236	0	96
2132	146	0	0	0	0	0	0
2133	10	98	31	0	0	0	707
2134	0	0	13	0	0	33	0
2135	0	97	625	0	0	0	0
2136	25	0	0	0	0	0	0
2137	0	27	11	0	0	0	0
2138	3601	0	0	0	0	0	0
2139	293	0	0	0	0	0	0
2140	0	0	0	0	0	0	18
2141	23	0	131	0	0	0	0
2142	66	0	20	0	23	0	26
2143	282	0	0	0	0	0	0
2144	41	0	225	0	23	83	46
2145	0	0	29	0	0	0	0
2146	0	0	102	0	0	0	0
2147	0	0	45	0	0	0	0
2148	0	0	42	0	0	0	0
2149	28	0	88	87	0	0	0
2150	597	1731	6021	0	23	0	544
2151	0	0	0	0	0	0	38
2152	0	0	311	0	0	0	0
2153	432	0	1169	0	0	0	0
2154	1360	66	2349	2224	0	89	1471
2155	138	48	0	76	0	0	93
2156	0	0	96	0	0	0	0
2157	0	0	0	0	141	0	0
2158	0	36	0	0	0	0	0
2159	0	0	29	0	14	0	54
2160	957	582	4175	0	93	0	0
2161	0	27	15	0	89	0	0
2162	42	0	5623	0	1832	0	26
2163	0	0	350	0	0	0	90
2164	10	0	129	113	0	0	0
2165	28	0	0	0	0	0	0
2166	0	0	35	0	0	0	19
2167	181	0	35	0	0	0	19
2168	0	0	50	0	0	0	0
2169	25	0	70	0	0	0	176
2170	0	0	123	0	177	0	0
2171	0	449	0	0	0	0	0
2172	0	18	21	0	294	0	0
2173	64	22	10	0	0	0	0
2174	203	0	226	0	0	0	0
2175	0	18	0	0	0	0	0
2176	0	0	0	103	0	0	0
2177	23	0	2336	0	0	0	0
2178	36	14	0	0	101	0	0
2179	87	0	22	0	0	0	0
2180	146	0	611	0	0	0	0
2181	13251	651	30329	2637	112909	1360	29266
2182	151	0	403	0	0	0	0
2183	0	0	18	0	0	0	0
2184	0	0	0	0	0	0	222
2185	0	0	4255	0	0	0	0
2186	0	0	0	31	287	0	0
2187	0	0	14	0	0	0	0
2188	1481	840	308	0	49	0	229
2189	0	0	0	44	0	0	0
2190	17	0	274	0	0	0	0
2191	429	0	3042	0	0	0	2841
2192	1429	23	3492	412	1420	100	3527
2193	21	0	33	0	0	0	0
2194	0	0	20	0	0	0	0
2195	824	0	365	0	0	0	0
2196	0	0	37	0	0	0	0
2197	0	0	45	0	0	0	0
2198	31	0	17	0	0	0	0
2199	0	0	79	0	0	0	0
2200	0	0	0	0	0	0	71
2201	0	0	41	0	54	0	26
2202	0	0	0	285	18	0	0
2203	0	0	55	0	0	0	0
2204	956	0	81	0	0	0	0
2205	0	0	21	0	0	0	17
2206	34	0	232	0	0	0	0
2207	16	0	0	0	0	0	0
2208	91	0	269	850	178	0	0
2209	49	12	272	49	0	0	0
2210	66	0	44	0	0	0	30
2211	0	43	259	23	0	0	0
2212	49	19	395	0	0	0	13
2213	84	792	318	0	0	0	0
2214	0	0	0	0	0	0	73
2215	12	0	4056	0	1159	0	0
2216	0	631	23	0	0	0	0
2217	13	0	0	0	0	0	0
2218	0	0	47	0	0	0	0
2219	81	0	34	0	0	0	0
2220	0	0	44	0	14	0	0
2221	0	0	145	0	0	0	0
2222	0	0	37	0	19	0	0
2223	137	52	152	0	0	0	64
2224	175	0	279	0	0	127	0
2225	3233	76	10160	4744	15502	444	42484
2226	124	0	224	0	0	314	0
2227	0	0	61	0	0	0	0
2228	88	25	17	0	0	0	0
2229	168	12	179	0	1545	0	34
2230	0	0	47	0	0	0	0
2231	454	0	0	0	0	0	2458
2232	58	0	0	0	0	0	0
2233	18	0	27	0	107	0	0
2234	37	0	52	0	30	0	12
2235	36	0	442	14	0	0	0
2236	0	0	78	0	0	0	0
2237	82	0	1900	323	0	0	0
2238	60	0	0	0	0	0	0
2239	907	0	233	0	0	0	0
2240	104	0	15	0	0	0	0
2241	43	0	13	0	0	13	0
2242	32	0	62	0	0	0	0
2243	0	758	0	0	0	0	0
2244	45	0	52	0	31	0	0
2245	0	0	72	13	0	0	842
2246	31	13	487	0	0	0	0
2247	476	23	28	0	0	0	49
2248	45	0	200	1402	0	0	124
2249	22	531	572	0	2401	0	72
2250	0	0	42	2317	0	0	17
2251	15493	398150	113732	1571	331	0	24
2252	68	0	113	0	0	0	0
2253	16	0	71	0	0	0	42
2254	46	0	41	0	45	0	10
2255	0	0	105	0	0	0	0
2256	0	0	0	0	56	0	0
2257	290	0	54	0	0	0	0
2258	28	0	208	5468	54	216	206
2259	69	0	1038	0	0	0	0
2260	0	0	85	0	0	0	0
2261	236	48	1483	31	0	414	0
2262	0	36	27	0	0	0	0
2263	147907	20586	99322	254	53368	0	80
2264	19	0	102	44	0	0	0
2265	18	454	129	0	0	0	0
2266	15	0	20	0	0	0	0
2267	0	0	78	0	381	0	0
2268	0	0	0	0	0	0	78
2269	0	0	0	193	0	0	0
2270	0	0	32	0	0	0	0
2271	25	0	20	0	0	0	19
2272	384	0	132	0	133	0	55
2273	0	0	29	0	0	0	49
2274	0	0	0	26	0	0	0
2275	34	0	80	18	0	0	38
2276	0	0	78	0	0	0	0
2277	75	0	13	0	0	0	0
2278	0	0	0	20	0	0	0
2279	24	0	20	0	0	0	0
2280	46	0	176	0	0	0	670
2281	877	0	55	0	0	0	0
2282	0	0	15	0	0	0	0
2283	23	0	110	0	0	0	0
2284	80	0	1724	0	112	20	11
2285	0	0	35	0	0	0	19
2286	0	0	91	0	0	0	0
2287	11	0	0	10	406	0	0
2288	70	0	86	0	0	0	0
2289	0	0	38	0	80	0	0
2290	35	0	13	0	0	0	0
2291	92	0	0	0	0	0	0
2292	14	0	153	0	10	0	0
2293	643	172	23	0	0	0	0
2294	0	0	0	0	0	118	0
2295	25	0	0	0	0	0	0
2296	11	0	281	0	0	0	0
2297	0	0	67	0	0	0	0
2298	1036	0	0	0	0	0	0
2299	23	0	43	0	0	0	1480
2300	33	39	434	0	0	0	373
2301	79	0	17	0	0	0	0
2302	174	0	0	0	0	0	0
2303	62	0	64	0	0	0	0
2304	16	0	28	0	0	0	341
2305	0	0	247	0	0	26	0
2306	92	0	0	0	0	0	0
2307	17	0	200	0	0	0	0
2308	10	0	16	0	0	0	0
2309	354	0	69	0	0	0	0
2310	0	0	39	0	0	14	0
2311	0	0	44	0	0	0	0
2312	0	0	33	0	0	0	0
2313	0	0	0	142495	0	0	0
2314	0	0	11	0	0	0	0
2315	35	0	383	51	3346	0	0
2316	0	0	0	25	0	0	0
2317	3542	0	0	0	0	0	41
2318	238	0	280	0	0	0	0
2319	0	0	1266	0	3770	0	0
2320	0	34	27	0	0	0	0
2321	2671	4936	5077	0	1270	0	0
2322	0	0	421	42	0	0	0
2323	71	0	77	106	0	0	0
2324	0	0	18	0	0	0	0
2325	0	26	0	0	0	0	10
2326	75	0	64	0	0	22	18
2327	3898	191	8073	290	96	455	6610
2328	11	0	11	0	0	0	0
2329	32	0	0	0	0	0	0
2330	4962	441	6941	0	2565	14	11091
2331	80	0	345	0	0	40	0
2332	196	381	844	0	0	0	35
2333	82	0	0	0	0	0	0
2334	72	0	0	0	0	0	0
2335	0	84	89	0	0	0	0
2336	0	0	388	10	750	0	58
2337	146	0	0	0	0	0	0
2338	44	0	18	15	0	0	0
2339	86	0	550	0	29	0	33
2340	36	0	145	0	589	155	1029
2341	113	0	72	0	0	0	0
2342	0	0	16	0	0	0	0
2343	3894	88	453	23	65	34	547
2344	0	15	274	0	0	0	0
2345	79	78569	663	0	295	0	16
2346	0	33	78	0	0	0	20
2347	320	0	189	0	0	0	0
2348	24	27	78	0	631	0	44
2349	19	0	0	0	0	0	0
2350	1361	13636	114	0	0	0	0
2351	89	0	837	0	0	0	0
2352	59	0	0	0	0	0	0
2353	21	0	0	0	0	0	0
2354	0	0	31	0	23	0	0
2355	0	0	204	0	584	0	0
2356	211	0	0	114	0	0	0
2357	0	0	25	11	0	0	0
2358	0	0	19	0	0	0	10
2359	0	0	492	0	0	0	0
2360	128	0	53	0	2583	0	0
2361	247	69	1237	0	1947	0	70
2362	0	0	43	0	0	0	0
2363	4417	3276	12612	0	4993	13	131
2364	0	0	119	0	0	0	0
2365	130	0	102	20	0	0	0
2366	18	0	60	1065	2030	0	85
2367	21	0	0	0	0	0	0
2368	0	0	0	11	0	0	0
2369	0	0	0	0	26	0	0
2370	41	14	758	0	0	0	349
2371	0	0	81	0	0	0	0
2372	74	0	855	0	4190	0	0
2373	316	0	127	258	0	0	6060
2374	0	12	72	0	0	0	0
2375	0	0	28	0	0	0	0
2376	43	0	303	0	0	0	0
2377	0	12	0	0	0	0	0
2378	3557	95564	7971	376	14169	879	4924
2379	0	0	0	72	0	0	0
2380	0	0	103	0	0	0	0
2381	0	0	0	0	0	0	2166
2382	192	45	74	10	0	0	41
2383	40	0	332	0	0	0	0
2384	25	0	117	0	0	0	199
2385	1115	1170	3046	126	11577	0	1326
2386	0	0	26	0	0	0	0
2387	26	0	0	0	0	9018	17
2388	282	0	1261	0	0	0	0
2389	0	0	29	0	0	0	0
2390	0	0	11	0	0	0	35
2391	0	15	82	0	0	0	0
2392	15	0	16	0	0	0	0
2393	17	0	79	0	0	0	109
2394	629	0	65	245	0	0	0
2395	0	0	85	0	0	0	3514
2396	55	0	782	13	0	0	23
2397	0	0	46	0	0	0	0
2398	69	0	0	0	0	0	0
2399	23	0	330	0	0	0	0
2400	119	0	341	0	1179	0	69
2401	1443	0	0	0	0	0	0
2402	0	0	171	0	0	0	100
2403	0	0	104	0	0	0	12
2404	31	0	39	0	0	0	0
2405	185	19	28	3143	2944	0	10637
2406	250	0	29	197	0	0	0
2407	10137	0	0	0	0	0	0
2408	0	0	13	0	0	0	0
2409	100	0	0	0	0	0	0
2410	11	0	36	0	0	0	0
2411	0	0	19	0	0	0	0
2412	225	0	246	0	0	0	0
2413	0	0	69	0	0	0	0
2414	0	0	77	0	0	0	0
2415	79	0	694	0	0	32	18
2416	0	0	0	0	0	0	3072
2417	79	0	161	0	67	0	0
2418	0	0	207	0	0	0	0
2419	47	0	234	0	0	0	0
2420	21	0	28	0	0	0	0
2421	51	0	367	80	67	1581	36
2422	65	243	217	40	0	0	0
2423	0	26	0	0	0	0	0
2424	0	0	11	0	0	0	0
2425	0	294	234	0	5338	0	0
2426	0	1553	0	12	2424	12	0
2427	103	92	367	21	0	0	90
2428	0	0	89	0	0	0	28
2429	0	0	0	42	0	0	108
2430	51	0	251	0	0	0	0
2431	34	19529	242	0	19	0	0
2432	28	0	344	12	285	0	0
2433	18	0	34	0	0	0	0
2434	980	0	954	0	23	0	0
2435	0	0	75	0	0	0	0
2436	3336	479	14636	820	54965	0	12145
2437	160	0	35	0	0	0	0
2438	333	0	148	0	0	0	14
2439	13	0	0	0	311	0	0
2440	0	0	0	19	0	0	0
2441	0	0	14	0	0	0	17
2442	0	0	0	0	0	38	0
2443	0	0	1251	0	22	0	0
2444	17	0	0	0	0	0	0
2445	0	0	36	0	0	0	0
2446	0	0	0	0	18	0	28120
2447	13	0	13	0	0	0	0
2448	0	0	172	83	0	0	0
2449	0	0	0	0	26	0	0
2450	172	0	31	89	0	0	0
2451	0	0	0	0	0	0	0
2452	553	0	0	0	0	0	0
2453	0	0	42	0	0	0	0
2454	51	0	327	0	0	0	11
2455	5204	0	0	0	0	0	0
2456	26	0	142	0	0	0	3103
2457	0	16	20	0	0	0	35
2458	220	0	0	1437	0	0	0
2459	47	0	1088	258	0	0	0
